job_id,job_url,job_title,organisation_name,emp_type,location_city,location_state,location_country,closing_date,salary_desc,min_salary,max_salary,essential_criteria,desirable_criteria,org_contact_name,org_contact_role,org_contact_phone,org_contact_email,job_attachments,description_long,sports,is_cool_flag,date_created
79724,https://www.sportspeople.com.au//jobs/79724-customer-service-officers-billabong-parklands-campbelltown-city-council,Customer Service Officers - Billabong Parklands,Campbelltown City Council,"Part Time, Casual",Campbelltown,New South Wales,Australia,1 Feb 2024,$30.83 to $33.37 ph + weekend rates + super,30.0,35.0,,,Terri Hart,Venue Manager Billabong Parklands,(02) 4645 4166,,https://www.sportspeople.com.au/resources/files/73c76bb2d349.pdf,"Multiple positions availableAccess to fitness membership programsAttractive Salary + Weekend penalties + Generous leave provisionsAwesome career progressionOur customer service officers are passionate about service, enjoy creating outstanding customer experiences and building strong relationships within the community at our Leisure Centres. Being the first and last person our members meet, customer service officers are ambassadors and key to creating enjoyable & lasting impressions for the customers.About us:We are not your usual, we are upbeat, resourceful and determined. Our staff and community are at the core of what we do, looking for ways to work together and support each other. Naturally welcoming, we share good-natured humour and positivity. We aim to inspire a sense of possibility and create opportunities for all by rolling up our sleeves. Our workplace is agile and flexible, keeping ahead of the times. Be a part of it, let’s get something started.About the role:To thrive in this role, you are someone who finds it easy to build and maintain positive relationships with all the people you meet. You are able provide a great customer experience, face to face and over the phone in a high volume fast paced multifunctional environment.The role will see you meet and greet customers; you will manage the day-to day operation of the front desk including direct customer service, telephone and electronic enquiries, admissions, cash handling and member care.If you are agile, dynamic and love working with people. If you want to work where every day is a great day for making an impact with customers, then this role is for you.The successful candidate will demonstrate the following key skills and attributes:Experience in providing customer service in a high volume fast paced multifunctional environment (Leisure or recreational facilities preferred)Experience in a face-to-face and phone based customer service roleA strong understanding of the principles of excellent customer serviceExperience in cashiering and internal audit requirementsHighly developed communication and interpersonal skillsA current Resuscitation Certificate and First Aid CertificateWillingness to work a roster with early start and late finish shifts, including weekends and public holidays.A current Working With Children Check for paid work.Commitment to role modelling our values of respect, integrity, trust, optimism and teamwork.As a member of our friendly and passionate team, you will receive the following benefits:Permanent hourly rate $30.83 to $33.37 + 11% superannuation + weekend penalties + Public Holiday penalties (when applicable)Multiple positions available - permanent part time and casualGenerous leave provisionsGenerous professional development opportunitiesWeekly payAccess to the corporate fitness membership programCampbelltown City Council is an Equal Employment Opportunity employer and values the unique contributions of all people. Aboriginal and Torres Strait Islander people, people from culturally and linguistically diverse backgrounds and people with a disability are encouraged to apply.Council also recognises the skills and attributes of veterans and welcomes applications from ex-service personnel.",,False,2024-01-25
79721,https://www.sportspeople.com.au//jobs/79721-medics-first-responders-trainers-first-aid-officers-medics-australia-pty-ltd,"Medics, First Responders, Trainers, First Aid Officers",Medics Australia Pty Ltd,Casual,Sydney,New South Wales,Australia,31 Jan 2024,,,,"First Aid Certificate,Current Provide/Perform CPR,National Police / Criminal History Check,Working with Children / Working with Vulnerable People Check,Drivers Licence",Sports Trainer Accreditation,,,,ops@medicsaustralia.com.au,,"Medics Australia (Sydney Office) requires additional reliable Medics and First Responders to deliver on-site First Aid and pre-hospital care of the sick and injured at community, sporting, cultural, and corporate events.Applications are currently being accepted from experienced candidates AND students of healthcare courses.Well paid casual shifts available Monday to Friday and on weekends; you will be part of a highly regarded and respected team of Health Care professionals.Training, mentoring and PD available, insurance in place.",,False,2024-01-25
79723,https://www.sportspeople.com.au//jobs/79723-group-fitness-instructor-zumba-ymca-nsw,Group Fitness Instructor - Zumba,YMCA NSW,Casual,Forster,New South Wales,Australia,17 Feb 2024,,,,"First Aid Certificate,Current Provide/Perform CPR,Zumba Instructor,Working with Children / Working with Vulnerable People Check",,,,,,,"Free Gym MembershipWorking hours set by the Group Fitness TimetableJoin a fantastic energetic teamWe are looking for a qualified Zumba instructor to come join the team at The Y Great Lakes Aquatic and Leisure Centre, Forster, be part of the energetic team and make your mark!About the roleAs a Group Fitness Instructor (Zumba) you will be required to conduct safe, appropriate and stimulating group fitness classes within format guidelines. The instructor is relied upon to motivate, educate and enhance each participant's experience. Through developing a rapport with participants, the Group Fitness Instructor (Zumba) fosters a commitment to their improved health and wellbeing.To be successful for this role you will have:GF relevant class instruction certification (Zumba)Current First Aid certificateCurrent CPR certificateRecreationOur Recreation Team is a close-knit community of energetic people-people, with a passion for staying active and helping others. From our Duty Managers and Customer Service Officers, to our Instructors and Coordinators, the team are responsible for transforming our 24 Recreation Centres into warm, inclusive and safe spaces – providing access to health, fitness and recreation opportunities for those who need it most. As part of The Y family, you’ll be responsible for the care and wellbeing of vulnerable and underprivileged young people, always acting with integrity and respect to provide fun and meaningful experiences, safely. We’ll reward you with perks like flexible hours and free facility membership, and support you to build valuable people, leadership and life skills – all while you make a difference to your community.Who What Y?The Y NSW is a profit-for-purpose organisation focused on healthy living, social impact and empowering young people. We operate 24 recreation centres, 53 out-of-school-hours care services, and two camping locations which employ 1,500 staff across NSW - and fund our diverse range of enriching community programs.We believe in building a diverse, inclusive workforce that reflects the communities we serve. We encourage people of all genders, ages, religions, disability, sexual orientation, family and caring responsibilities and cultures, including people of Aboriginal and Torres Strait Islander heritage, to apply.Commitment to SafeguardingAt the Y, we are committed to empowering all Children and Young People to feel safe and be safe, at the Y, in their families and in their communities. As such, we embed Safeguarding into everything that we do to make sure Children and Young People are kept at the front of our minds in all our programs and services. We also ensure that all our candidates are appropriately screened to make sure that the right people are in the right roles to keep our children and young people safe.","Dance,Personal Fitness Training",False,2024-01-25
79716,https://www.sportspeople.com.au//jobs/79716-diamond-spirit-educate-program-coordinator-netball-queensland,Diamond Spirit Educate Program Coordinator,Netball Queensland,"Part Time, Contract/Temp",Bremer,Queensland,Australia,4 Feb 2024,,,,,,,,,,https://www.sportspeople.com.au/resources/files/73c259b73f97.pdf,"Netball QueenslandNetball Queensland is a unifying leader responsible for the growth, sustainability and success of netball across the state. Our vision is to become a world leading sports organisation respected for transforming lives through netball. We are responsible for the highly regarded Queensland Firebirds, the ever-growing participation and delivery of netball in our Queensland communities and the management of our $45 million state of the art venue, Nissan Arena.The OpportunityDiamond Spirit is a school- and community-based program that educates, engages and empowers Indigenous people and their communities across the state through the power of netball. Diamond Spirit Educate is offered to Indigenous girls and young women at Bremer State High School in Ipswich and Cairns State High School in Cairns and is supported by curriculum teachers. Diamond Spirit Engage and Empower are both delivered in school, community and PCYC settings in the Far North Queensland localities of Aurukun, Mapoon, Napranum and Yarrabah, supported by Netball Queensland’s participation team.The Diamond Spirit Educate Program Coordinator plays an integral role in the delivery of the Educate pillar, promoting positive health, wellbeing and academic outcomes. The position is responsible for a dynamic range of administrative activities to aid the Diamond Spirit teacher at Bremer State High School in Ipswich, including working with Diamond Spirit students on the completion, monitoring and realization of comprehensive student success plans.This flxible part-time role (4 days/ 30.4 hours per week) is initially offered as a 12 month contract.ResponsibilitiesWork collaboratively with the Diamond Spirit teacher, CEC and Bremer State High School staff to support the implementation of strategies to improve student outcomes relating to school attendance and retention, literacy and numeracy and Year 12 attainment.Implement comprehensive student success plans designed to track career planning, goal setting and mind mapping, and provide related check-ins to Diamond Spirit students in a timely manner.Plan, implement and attend culturally appropriate extra curriculum activities and events designed to recognise and reward Diamond Spirit participants.Offer culturally safe and strengths-based guidance to Diamond Spirit teacher and to Indigenous students.Foster and maintain relationships with local Aboriginal and Torres Strait Islander community networks, services and support agencies for referral purposes.Foster and maintain productive relationships with students, families and other school stakeholders.Assist in gathering qualitative and quantitative data to monitor and evaluate impact of the Educate pillar.Provide regular updates to the Diamond Spirit Lead to help meet all reporting requirements and to inform resource allocation.Complete administration tasks to a high standard, including accurately updating student records.Any other appropriate tasks required by Netball Queensland to achieve program outcomes.About YouThis is an identified position, to be filled by an Aboriginal or Torres Strait Islander person.Certificate IV in Training and Assessment, with relevant skills, experience and knowledge in Career Guidance and promoting Indigenous outcomes in education.Knowledge and understanding of Aboriginal and Torres Strait Islander culture, traditions, history and health outcomes, as well as knowledge and understanding of barriers to success in education settings.Demonstrated high level interpersonal skills and ability to work with Aboriginal and/or Torres Strait Islander students, communities and other stakeholders.High-level computer literacy and experience utilising information systems effectively.Strong verbal and written communication skills, including facilitation skills.A results-driven approach to organisation and time management.Self-motivated with an ability to be flexible and adaptable in a challenging yet rewarding working environment.A strong personal brand which personifies Netball Queensland’s values driven culture of excellence based on inclusion and trust.Why work for Netball Queensland?To achieve the vision of becoming a “world-class sports organisation respected for transforming lives through netball”, Netball Queensland must have the best and brightest team on the court. Your reward for stepping into this challenge will be:Culture: a high-performance culture defined by NQ’s values and accepted behaviours and normsFlexibility: a hybrid work model that recognises the benefits of working in the office and working remotelyFamily: 18 weeks paid primary carer leave and 4 weeks paid secondary carer leaveWellness: access to employee assistance programs and a fully equipped high-performance gymGrowth: professional development opportunities and a strong commitment to support your career growthReward and Recognition: remuneration reviewed annually in line with our performance review and career discussion process, regular feedback provided and wins celebratedFacilities: modern office facilities in Nissan ArenaLocation: easily accessible location with onsite parking and public transportBenefits: tickets to events at Nissan Arena and sponsor discountsSocial: social committee who organise quarterly all-team eventsAnd above all, the opportunity to directly impact the great game of netball and ensure its sustainability for generations to come!",Netball,False,2024-01-25
79714,https://www.sportspeople.com.au//jobs/79714-head-coach-lead-trainer-bft-frenchs-forest,Head Coach / Lead Trainer,BFT Frenchs Forest,Full Time,Sydney,New South Wales,Australia,17 Feb 2024,,,,"Certificate III in Fitness,Certificate IV in Fitness,First Aid Certificate,Current Provide/Perform CPR",,,,,,,"BFT Frenchs Forestis looking for an experiencedfull-time Head Trainerto join our brand-new studio opening in early 2024!We are on the lookout for a passionate, confident, and highly motivated Lead Trainer who wants to be part of a dynamic and high-performing coaching team at our brand-new studio in the Frenchs Forest Shopping Centre.About BFTBody Fit Training is Australia's fastest-growing and most advanced group training methodology. We've incorporated scientifically proven training techniques into a variety of 50-minute training sessions that are overseen by award-winning coaches in a dynamic group environment. We follow an elite periodised program with heart rate-specific training to help each member achieve the results that they are after.About The RoleBFT Frenchs Forest is launching soon and we're on the lookout for a skilled, passionate coach to lead our coaching team, support membership sales, and coach a range of sessions throughout the week!What you will get working with usCompetitive salary and incentives, including profit share modelSet weekly hours to help you find a good work-life balance routineBFT ""Fundamentals"" Training Course in your first 6 weeksFree memberships for yourself and your partnerOngoing opportunities for training and developmentQualifications and ExperienceYou will have the following qualifications and experienceCertificate 3 in Group Fitness and Certificate 4 in Personal TrainingIdeally minimum 2 years experience in a coaching rolePrevious success in both pre-sales (new studio opening) and ongoing new members salesProven success in sustaining a client baseCurrent CPR and First Aid CertificatePrevious experience in personal training, preferably group trainingAvailable for a mixed AM and PM shift schedule as well as Saturdays",Personal Fitness Training,False,2024-01-25
79720,https://www.sportspeople.com.au//jobs/79720-learn-to-swim-teachers-aquatica-swim-academy,Learn To Swim Teachers,Aquatica Swim Academy,"Part Time, Casual, Contract/Temp",Caringbah,New South Wales,Australia,17 Feb 2024,from $29 ph,30.0,35.0,"Current Provide/Perform CPR,Working with Children / Working with Vulnerable People Check,Work Experience","Teacher of Swimming and Water Safety / ASCTA Swim Australia Teacher, AUSTSWIM Teacher of Swimming and Water Safety, ASCTA / Swim Australia™ Teacher, Teacher of Babies and Toddlers / Infant and Preschool Aquatics, Teacher of Competitive Strokes / Foundation Coach, Teacher of Access and Inclusion / Learners with Disability",Weronika or Leonie,,(02) 8544 3757,info@aquaticaswimacademy.com.au,,"Aquatica Swim Academy is looking for a new team members to join our close knit team in Caringbah, NSW.Aquatica is committed to:Above award wages for casual, and contract staffFinancial assistance in gaining swimming teacher qualifications to successful applicants*In-depth professional development and further education opportunitiesConstructive and regular feedback from leaders whose role it is to set you up for successProviding a quality working environment with our water dually sanitized and heated up to 32 degrees all year roundPrivately owned and not-corporatized - our focus is our peopleWe are a purpose-built, boutique specialist aquatic service located in Caringbah. We are seeking a passionate and extraordinary swimming teachers to embark on a wonderful new journey with us to contribute excellence in achieving high quality aquatic education and water safety for children between 6 months and 12 years old.The role:This role is currently designed to cover maternity leave hours between now and December 2024, with the option of being extended, or turned into a permanent position within the company as well as 1-2 new permanent casual rolesThe successful candidates must be available 1-2 afternoons per week 3:20pm - 6:10pm (Monday to Thursday) and Saturday 7:20am - 12:10noon.One- two morning sessions also available times varying days 7:50am - 11:40am Tuesday, 7:50am - 10:40am Wednesday and 8:20am-12:10pm ThursdayAdditional hours are also available through fill in shifts.All hours include paid set-up, pack-up, with all hours beings paid of 2.5% above current award rates.This role would suit someone looking to be a part of a small close working team in a high achieving outcomes based environment. It has the flexibility to suit candidates who are looking for new challenges, get back into the aquatics industry, a role to compliment their study or other work, or as additional hours to their current employment.Whilst industry experience is highly favourable, we believe in hiring the personality and training the skill and will consider candidates with experience in other related industries such as education, children's activities and customer service in place of aquatic experience.*T&C’s apply",Swimming,False,2024-01-25
79719,https://www.sportspeople.com.au//jobs/79719-learn-to-swim-coordinator-pymble-ladies-college,Learn to Swim Coordinator,Pymble Ladies College,Full Time,Sydney,New South Wales,Australia,5 Feb 2024,"$90,000 to $95,000 pa + super",90000.0,100000.0,"First Aid Certificate,Current Provide/Perform CPR,AUSTSWIM Teacher of Swimming and Water Safety,Teacher of Babies and Toddlers / Infant and Preschool Aquatics,Teacher of Competitive Strokes / Foundation Coach,Working with Children / Working with Vulnerable People Check","Aquatic Technical Operator / Pool Operators Certificate, ASCTA / Swim Australia™ Teacher, Certificate III in Aquatics and Community Recreation",Kristen Wright,,(02) 9855 7301,,https://www.sportspeople.com.au/resources/files/73c503d600f7.pdf,"Pymble Ladies’ College is a school of the Uniting Church in Australia for girls Kindergarten to Year 12 with boarding from Year 7. At Pymble, we foster a world-class educational environment with the importance of global citizenship and a worldwide perspective central to our strategic intent.We believe our staff, both teaching and non-teaching, are our most valuable resource. We are proud to have passionate and dedicated staff who recognise the unique strengths and qualities of every Pymble girl.The roleWe are seeking a Learn to Swim Co-ordinator to join our team. The role is responsible for the continuous development and improvement of the Learn to Swim Teaching methodology ( School age Learn to Swim and Stroke Development program). This position will work in partnership with the Preschool Learn to Swim Coordinator and will ensure comprehensive resourcing, staff coverage, and smooth transitions from the Preschool to the School age program.The broader responsibilities include fostering water safety by developing swimmers' skills and focusing on swimming technique as a foundation for their potential transition to the Squad competitive program. Additionally, there is a commitment to implementing thorough assessment and feedback processes, ensuring regular and clear updates on each swimmer's progress. Integral to the position is active participation in the seamless operations of the Pymble Swimming Management team and addressing the specific needs of Pymble College, particularly in relation to the Curricula swimming program.The cultivation of positive relationships with team members, swimmers, teachers, parents, and the broader Pymble community, while consistently leading by example as a positive role model is pivotal to the success of this role.Our kind of team memberYou will demonstrate the following attributes and capabilities:Current AUSTSWIM Teacher of Swimming and Water Safety certification or equivalentCurrent AUSTSWIM Teacher of Infant and Preschool Aquatics or equivalentCurrent AUSTSWIM Teacher of Towards competitive Strokes or equivalentPrevious Swim School Coordinator experience desirable3 years previous experience as a swimming teacher2+ years’ experience as a pool deck SupervisorCurrent First Aid and CPR qualifications.Willingness to support the ethos and values of the CollegeWe are looking for a real team player who can lead by example. The ability to build strong relationships internally and externally is key to the success of this role. This position requires an exceptionally well organised individual with strong administration skills.Your kind of workplacePymblepeople are at the heart of what the College offers its students. That’s why every Teacher, Professional Services and Co-curricular staff member is valued for being the person they are, for the quality of their work, for their diverse contribution and for their wins - big and small. We express our appreciation in many ways, including through recognition programs, story sharing, celebrations, feedback, and competitive remuneration.We treasure our caring, collegiate community, whichPymblepeople often refer to as the ‘Pymblefamily’. We also appreciate that our family is not the only one in the lives ofPymblepeople, so we ‘walk the talk’ when it comes to supporting work-life balance, providing family benefits and contributing to community connections.Your kind of benefitsThe salary for this role is set at$95,000plus super. We also offer a range of benefits, including:professional developmentaccess to our Aquatic and Fitness Centre, with free Yoga and Pilates classesdaily morning teadiscounted school fees (where applicable)a dedicated Staff Wellbeing team and regular social eventseasy access with close public transport and onsite or nearby (street) parkingWe also provide a wide range of opportunities forPymblepeople to grow personally and professionally, including through growth strategies, training and professional development, career progression, access to technology and resources, and health and wellbeing opportunities.Pymble Ladies’ College is an Equal Opportunity Employer. We are committed to creating a workforce which represents the diverse society in which we live. Aboriginal and Torres Strait Islander people are encouraged to apply.We acknowledge the Durramurragal as the traditional custodians of the land on which our College is built. We pay respect to Elders past, present and future recognising the continuation of cultural, spiritual and educational practices of Aboriginal and Torres Strait Islander peoples.",Swimming,False,2024-01-25
79718,https://www.sportspeople.com.au//jobs/79718-company-secretary-athletics-australia,Company Secretary,Athletics Australia,Part Time,Albert Park,Victoria,Australia,5 Feb 2024,,,,"Relevant Tertiary Qualification,National Police / Criminal History Check,Working with Children / Working with Vulnerable People Check,A relevant tertiary qualification in law, governance, administration or risk,Previous experience in the role of Company Secretary.",,,,,,https://www.sportspeople.com.au/resources/files/73c4832617e8.pdf,"Hybrid work environmentPurpose driven organisationPart-time role (2 Days a week/0.4 FTE)About Athletics AustraliaAthletics Australia (AA) is the governing body for Athletics in this country. It is a National Sporting Organisation whose major partner is the Australian Sports Commission. It is responsible for all athletics activity, including high performance, participation, coaching, officiating, juniors, para-athletics, domestic and international competition. Athletics Australia has a critical role in leading, fostering and encouraging participation in athletics in Australia and promoting excellence in performance.So, what’s the role?As the Company Secretary at Athletics Australia, you will play a pivotal role in supporting the Board of Athletics Australia, CEO, as well as the Senior Leadership Team. The role plays a key part in supporting the effectiveness of the Athletics Australia Board by monitoring the Board policies and procedures being followed and coordinating the timely completion and despatch of Board Agenda and Board Papers.As Company Secretary you will perform the duties and responsibilities as required under the Corporations Act, Athletics Australia Constitution, and any other relevant legislation or regulations.What you’ll needYou will have a deep understanding of the value of sport along with an extensive knowledge on current best practice corporate governance requirements, Directors’ duties under the law, and Board reporting and disclosure obligations. Experience in working with Boards in a senior management position.The ability to work independently and collaboratively, and ability to remain calm under pressure and to triage conflicting priorities.What we offer our peopleThis is an opportunity to join Athletics Australia that is results focused and embraces innovation and change. This is an exciting time to join the Athletics Australia team and be part of the “Green & gold” runway to Brisbane 2032. We are a purpose driven values-based organisation where you can bring your whole self to work in an inclusive work environment. Health and wellbeing are also a priority for us, with a hybrid approach to work.To be eligible to apply you must be an Australian/New Zealand citizen, hold permanent residency, or have the right to work in Australia.",Athletics,False,2024-01-25
79717,https://www.sportspeople.com.au//jobs/79717-casual-squad-coach-inner-west-council,Casual Squad Coach,Inner West Council,Casual,Inner West LGA,New South Wales,Australia,17 Feb 2024,$28.07 to $36.01 ph + casual loading + super,30.0,45.0,"First Aid Certificate,Current Provide/Perform CPR,Teacher of Competitive Strokes / Foundation Coach,Development Swimming Coach Accreditation,Working with Children / Working with Vulnerable People Check,Please refer to the position description for full list of essential criteria",Please refer to the position description for full list of desirable criteria,Bridie Coombs,Learn to Swim Team Leader - Leichhardt Park Aquatic Centre,(02) 9392 5145,,,"About Inner West CouncilInner West Council is among Sydney’s larger local government agencies looking after a vibrant community of 201,000 people living in some of the inner city’s most vibrant, creative, liveable and diverse suburbs.As we continue to deliver quality, innovative and inclusive programs and services, we would love it if you can join in our journey towards becoming the best council for our community.We are committed to the principles of Equal Employment Opportunity, WHS, sustainability, continuous improvement and business excellence. The community is at the heart of the organisation and Council puts its values ofIntegrity, Respect, Innovation, Compassion and Collaborationat the centre of everything that we do.  We are here to be of service to the community and make Inner West a great place to be. We expect commitment to these values from all employees in performing their respective roles.We offer flexible career life balance with hours that allow you to relax and recharge.We offer a variety of flexible work arrangement options(e.g. flexible hours and working from home) where appropriate giving you even greater quality of work life balance.Permanent employees benefit from our great valuegym membership from $15.50/weekgiving access to a vast network of gyms in Sydney.About the roleTo provide quality Coaching instruction for Adults at all ages and abilities.We are currently recruiting multiple Casual Squad Coaches to join our Aquatic Centres (Leichhardt Park Aquatic Centre, Ashfield Aquatic Centre, Annette Kellerman Aquatic Centre).Please read thePosition Descriptionto familiarise yourself with all the requirements and conditions of the role.Remuneration$28.07 - $36.01 per hour + Casual Loading + SuperannuationSome of the required skills, experience and qualificationsTeacher of Competitive Strokes, Green License, Bronze License or Development Coach accreditationMembership with either Swimming Australia or SCTA (Swim Coaches & Teachers Australia)Current resuscitation and First Aid CertificateSquad Coaching Adult & Junior experienceAll new workers must be and remain fully vaccinated against COVID-19 prior to beginning their work or hold a valid medical contraindication.Eligibility for employment/Pre employment ChecksSuccessful applicants must be eligible to work in Australia and agree to provide information for pre-employment checks as required for the position. This may include police records checks, certified copies of relevant qualifications, Driver’s Licence and proof of work rights in Australia (please refer to the Position Description for the specific qualifications/requirements for the role).  Copies of any sighted documents will be kept by IWC for its records as proof of verification.For more information about work rights in Australia please visit theDepartment of Home Affairswebsite.Inner West Council is a Diversity employer. We encourage applications from all candidates.Council is committed to reconciliation and strongly encourages Aboriginal & Torres Strait Islander people, people with disability, people from culturally and linguistically diverse backgrounds and mature aged workers to apply.To subscribe to our weekly job alert emails pleaseclick here",Swimming,False,2024-01-25
79707,https://www.sportspeople.com.au//jobs/79707-commercial-manager-western-clydesdales-rugby-league-football-club,Commercial Manager,Western Clydesdales Rugby League Football Club,Full Time,Toowoomba,Queensland,Australia,2 Feb 2024,,,,"Working with Children / Working with Vulnerable People Check,Drivers Licence",Relevant Tertiary Qualification,Shane Sullivan,CEO,0412 276 598,shane@westernclydesdales.com.au,https://www.sportspeople.com.au/resources/files/73c0ed754157.pdf,"Make your contribution to the sustainability of an iconic brandEstablish connections and networks with leaders in the Darling Downs and South-West QueenslandBe a leader through innovation and business developmentThe famous Clydesdales name is synonymous with rugby league in our region, and evokes strong feelings of pride and passion in rugby league circles. 2023 saw the return of the famous symbol and meteoric growth in development of high performance and development programs for the Club.About the roleWe are searching for a commercially-minded, sales driven person to join our team. Reporting to the CEO, this is an integral role within our organisation tasked with driving revenue, building relationships and supporting the commercial goal of financial stability for the Club. The Commercial Manager role is responsible for the growth of revenue generation of the Club with a focus on stakeholder engagement, innovative solutions and influential communication skills.Who are we looking for?You are passionate about sport, about people, strategically focussed and have a commercial acumen. You are professional but also have an engaging and positive personality. You are a team player, willing to do the extras to ensure you and the Club are successful.Key Duties and AccountabilitiesManagementManagement and mentoring of Commercial department staff to ensure their personal development as well as a high level of job performanceCoordinating the day-to-day activities of the Western Clydesdales Commercial departmentImplement the Western Clydesdales operating policies and proceduresEnsure regular contact with partners and suppliers to effectively grow those relationshipsFuture DevelopmentWorking with the CEO and staff on the implementation of the 2023-2027 Strategic PlanGrowing organisational capacity, including bringing to the attention of the CEO opportunities for innovation and business development.Operational ActivitiesIn coordination with the CEO, participate in developing and executing long and short-range sponsorship and corporate hospitality plans that will ensure the achievement of established objectivesDevelop general and tailored proposals and presentations to be utilised in securing new commercial sponsorship and corporate hospitality partnersIdentify prospects, solicit and secure new sponsors and suppliersHandle incoming partnership inquiriesEnsure all partner agreements are accurately completed and all rights and benefits are allocated accordinglyIn conjunction with the Administration Manager, ensure all partners receive invoices as per payment dates in agreementsIn conjunction with the Football Operations Manager and Head Coach, facilitate Player Appearance requests from partners and suppliersActively engage with corporate hospitality partners at all home games, Club events and other relevant Club activitiesAssist, in conjunction with all staff and volunteers, with the match day and event logistics including the set-up and pack-down of all activitiesAssist the CEO with the planning and execution of all Club events and fundraising activitiesIn conjunction with the CEO, manage the Club’s merchandise program and maximise revenue opportunitiesIn conjunction with the CEO, manage the Club’s membership program and maximise revenue opportunitiesAttend meetings as requested by the CEOCoordinate and record minutes/action items for Commercial Department meetingsReport weekly to the CEO on department activities and future opportunitiesDevelop strategically aligned plans, business cases and options to deliver sustainable services and growthDevelop and maintain strong relationships with all local leaguesAssist with the policy and procedures manual to ensure the company has strong governanceAny other duties as requested by the CEOLeadershipProvide leadership to the rugby league community in the region. Develop and maintain a close working relationship and communicate with, the media, local business and relevant Local, State and Commonwealth Government organisations including local clubs, the QRL and the NRL.Given the nature of rugby league and sport, work outside of normal business hours will be involved. In return, you will have flexibility and the opportunity to develop your career within sport through an organisation that truly values its people. As an employer, the Western Clydesdales values the contribution of all staff and volunteers and is committed to providing an inclusive workplace where all staff feel safe, accepted, included and welcome.","NRL,Rugby,Rugby League",False,2024-01-25
79711,https://www.sportspeople.com.au//jobs/79711-gym-assistant-casual-city-of-joondalup,Gym Assistant - Casual,City of Joondalup,Casual,Craigie,Western Australia,Australia,31 Jan 2024,$34.04 ph,,35.0,"Certificate III in Fitness,Level 2/Senior/Apply/Provide First Aid,Current Provide/Perform CPR,Working with Children / Working with Vulnerable People Check",Certificate IV in Fitness,Jefferson  Silva,Acting Gym Supervisor,(08) 9400 4607,,https://www.sportspeople.com.au/resources/files/73c3d9472888.pdf,"Salary: $34.04 per hourLocated at Craigie Leisure CentreRef No: 24-006Craigie Leisure Centre is looking for qualified, motivated and passionate people to join the growing gym team. This is an exceptional opportunity for experienced gym assistants or fitness professionals to contribute to the expanding team and member base.The most important part of this role is to provide a welcoming, safe and exceptional experience for the Craigie Leisure Centre members, regardless of their fitness journey. Key responsibilities will include undertaking appraisals, monitoring safety and cleanliness, and contributing to member retention activities. If you are an enthusiastic and organised team player, who has a passion for member experience, then this is the role for you.You will need to be available to work a range of hoursbetween 4.45am - 9.15pm weekdays and 6.15am - 6.00pm weekends.Your covering letter will need to address the following key criteria:Developed skills in motivating customers to continue with exercise and programs contributing to overall member/customer retention.Developed planning and organisational skills to coordinate the delivery of fitness centre exercise activities and create fitness programs.Previous experience in building and maintaining customer relationships.For full position description, the application package and to apply please visit the City’swebsite.The City of Joondalup is committed to diversity and inclusion within all organisational practices and is an equal opportunity employer. The City encourages Aboriginal and Torres Strait Islander peoples, people of culturally and linguistically diverse backgrounds, people with a disability, people of all ages, sexualities and genders to apply for this position.All employees and prospective employees of the City of Joondalup are required to declare any secondary employment and private activities to ensure that any conflict of interests may be appropriately managed.JAMES PEARSONChief Executive OfficerCanvassing of Elected Members will disqualify",Personal Fitness Training,False,2024-01-25
79710,https://www.sportspeople.com.au//jobs/79710-swim-instructors-no-qualifications-or-experience-required-korowa-aquatic-mentone-aquatic-toby-haenen-swim-centre,Swim Instructors - No qualifications or experience required*,"Korowa Aquatic, Mentone Aquatic, Toby Haenen Swim Centre","Part Time, Casual",Melbourne,Victoria,Australia,16 Feb 2024,,,,,,,,,,,"Seeking quality individuals to join our fabulous team across 4 sites. Applicants must be reliable & great with children. We provide training and courses. A superb job providing flexibility and variation. Work with children from babies through to elite competition is a supportive and comforting environment Change lives forever, including yours.Primary RoleTo plan and deliver quality swimming and water safety lessons in a safe, fun and positive learning environment. To have a thorough understanding of the Engine Swim Aquatic (ESA) FIN swimming and water safety program and all aspects of teaching swimming, water safety to always ensure the safety and enjoyment of students.Supervises:All students within the learn to swim lessons.Liaison:Manager Human Resources and Head InstructorExternal:Customers, such as facility users, Parents of students and Police and other Emergency ServicesObjective:To deliver high quality swimming and water safety instruction in a safe and positive environment to all customers.Further details of the job description will be provided upon request.No qualifications or experience required. We will teach, educate and assist with your qualifications.",Swimming,False,2024-01-25
